Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s.11i""","=""1I""","=""6""",13,"=""[""","=""24.47496031106998""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.11p""","=""1P*""","=""1""",3,"=""[""","=""24.475207217946""","=""]""","=""0.000000000009""","=""L22715c201"""
"=""1s.12s""","=""3S""","=""1""",3,"=""[""","=""24.48806324708""","=""]""","=""0.00000000012""","=""L22715c201"""
"=""1s.12s""","=""1S""","=""0""",1,"=""[""","=""24.49067585161""","=""]""","=""0.00000000014""","=""L22715c201"""
"=""1s.12p""","=""3P*""","=""2""",5,"=""[""","=""24.49183450011""","=""]""","=""0.00000000005""","=""L22715c201"""
"=""1s.12p""","=""3P*""","=""1""",3,"=""[""","=""24.49183453911""","=""]""","=""0.00000000005""","=""L22715c201"""
"=""1s.12p""","=""3P*""","=""0""",1,"=""[""","=""24.49183501858""","=""]""","=""0.00000000005""","=""L22715c201"""
"=""1s.12d""","=""3D""","=""3""",7,"=""[""","=""24.492873161214""","=""]""","=""0.000000000004""","=""L22715c201"""
"=""1s.12d""","=""3D""","=""2""",5,"=""[""","=""24.492873167255""","=""]""","=""0.000000000004""","=""L22715c201"""
"=""1s.12d""","=""3D""","=""1""",3,"=""[""","=""24.492873251769""","=""]""","=""0.000000000004""","=""L22715c201"""
"=""1s.12d""","=""1D""","=""2""",5,"=""[""","=""24.492885060280""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.12f""","=""3F*""","=""3""",7,"=""[""","=""24.4929111315754""","=""]""","=""0.0000000000011""","=""L22715c201"""
"=""1s.12f""","=""3F*""","=""4""",9,"=""[""","=""24.4929111520585""","=""]""","=""0.0000000000006""","=""L22715c201"""
"=""1s.12f""","=""3F*""","=""2""",5,"=""[""","=""24.4929111915795""","=""]""","=""0.0000000000007""","=""L22715c201"""
"=""1s.12f""","=""1F*""","=""3""",7,"=""[""","=""24.4929112583427""","=""]""","=""0.0000000000009""","=""L22715c201"""
"=""1s.12g""","=""3G""","=""4""",9,"=""[""","=""24.4929160668271""","=""]""","=""0.0000000000004""","=""L22715c201"""
"=""1s.12g""","=""3G""","=""5""",11,"=""[""","=""24.49291609159562""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12g""","=""3G""","=""3""",7,"=""[""","=""24.4929161141802""","=""]""","=""0.0000000000004""","=""L22715c201"""
"=""1s.12g""","=""1G""","=""4""",9,"=""[""","=""24.49291612947205""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12h""","=""3H*""","=""5""",11,"=""[""","=""24.49291727032382""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12h""","=""3H*""","=""6""",13,"=""[""","=""24.49291728650648""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12h""","=""3H*""","=""4""",9,"=""[""","=""24.49291730119377""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12h""","=""1H*""","=""5""",11,"=""[""","=""24.49291731215472""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12i""","=""3I""","=""6""",13,"=""[""","=""24.49291766070294""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12i""","=""3I""","=""7""",15,"=""[""","=""24.49291767205344""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12i""","=""3I""","=""5""",11,"=""[""","=""24.49291768239584""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12i""","=""1I""","=""6""",13,"=""[""","=""24.49291769061289""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.12p""","=""1P*""","=""1""",3,"=""[""","=""24.493108062951""","=""]""","=""0.000000000007""","=""L22715c201"""
"=""1s.13s""","=""3S""","=""1""",3,"=""[""","=""24.50308636307""","=""]""","=""0.00000000010""","=""L22715c201"""
"=""1s.13s""","=""1S""","=""0""",1,"=""[""","=""24.50513227197""","=""]""","=""0.00000000011""","=""L22715c201"""
"=""1s.13p""","=""3P*""","=""2""",5,"=""[""","=""24.50604111229""","=""]""","=""0.00000000004""","=""L22715c201"""
"=""1s.13p""","=""3P*""","=""1""",3,"=""[""","=""24.50604114291""","=""]""","=""0.00000000004""","=""L22715c201"""
"=""1s.13p""","=""3P*""","=""0""",1,"=""[""","=""24.50604151938""","=""]""","=""0.00000000004""","=""L22715c201"""
"=""1s.13d""","=""3D""","=""3""",7,"=""[""","=""24.506857651803""","=""]""","=""0.000000000004""","=""L22715c201"""
"=""1s.13d""","=""3D""","=""2""",5,"=""[""","=""24.506857656561""","=""]""","=""0.000000000004""","=""L22715c201"""
"=""1s.13d""","=""3D""","=""1""",3,"=""[""","=""24.506857723025""","=""]""","=""0.000000000004""","=""L22715c201"""
"=""1s.13d""","=""1D""","=""2""",5,"=""[""","=""24.5068670518803""","=""]""","=""0.0000000000025""","=""L22715c201"""
"=""1s.13f""","=""3F*""","=""3""",7,"=""[""","=""24.5068875745580""","=""]""","=""0.0000000000011""","=""L22715c201"""
"=""1s.13f""","=""3F*""","=""4""",9,"=""[""","=""24.5068875905076""","=""]""","=""0.0000000000005""","=""L22715c201"""
"=""1s.13f""","=""3F*""","=""2""",5,"=""[""","=""24.5068876215910""","=""]""","=""0.0000000000006""","=""L22715c201"""
"=""1s.13f""","=""1F*""","=""3""",7,"=""[""","=""24.5068876746984""","=""]""","=""0.0000000000009""","=""L22715c201"""
"=""1s.13g""","=""3G""","=""4""",9,"=""[""","=""24.5068914680669""","=""]""","=""0.0000000000004""","=""L22715c201"""
"=""1s.13g""","=""3G""","=""5""",11,"=""[""","=""24.50689148754531""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13g""","=""3G""","=""3""",7,"=""[""","=""24.5068915053084""","=""]""","=""0.0000000000004""","=""L22715c201"""
"=""1s.13g""","=""1G""","=""4""",9,"=""[""","=""24.50689151733895""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13h""","=""3H*""","=""5""",11,"=""[""","=""24.50689241926746""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13h""","=""3H*""","=""6""",13,"=""[""","=""24.50689243199543""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13h""","=""3H*""","=""4""",9,"=""[""","=""24.50689244354741""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13h""","=""1H*""","=""5""",11,"=""[""","=""24.50689245216853""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13i""","=""3I""","=""6""",13,"=""[""","=""24.50689272850203""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13i""","=""3I""","=""7""",15,"=""[""","=""24.50689273742951""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13i""","=""3I""","=""5""",11,"=""[""","=""24.50689274556400""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13i""","=""1I""","=""6""",13,"=""[""","=""24.50689275202692""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.13p""","=""1P*""","=""1""",3,"=""[""","=""24.507042603098""","=""]""","=""0.000000000006""","=""L22715c201"""
"=""1s.14s""","=""3S""","=""1""",3,"=""[""","=""24.51494192561""","=""]""","=""0.00000000009""","=""L22715c201"""
"=""1s.14s""","=""1S""","=""0""",1,"=""[""","=""24.51657388180""","=""]""","=""0.00000000009""","=""L22715c201"""
"=""1s.14p""","=""3P*""","=""2""",5,"=""[""","=""24.51729989469""","=""]""","=""0.00000000003""","=""L22715c201"""
"=""1s.14p""","=""3P*""","=""1""",3,"=""[""","=""24.51729991916""","=""]""","=""0.00000000003""","=""L22715c201"""
"=""1s.14p""","=""3P*""","=""0""",1,"=""[""","=""24.51730022015""","=""]""","=""0.00000000003""","=""L22715c201"""
"=""1s.14d""","=""3D""","=""3""",7,"=""[""","=""24.517953381632""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.14d""","=""3D""","=""2""",5,"=""[""","=""24.517953385446""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.14d""","=""3D""","=""1""",3,"=""[""","=""24.517953438655""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.14d""","=""1D""","=""2""",5,"=""[""","=""24.5179609339738""","=""]""","=""0.0000000000022""","=""L22715c201"""
"=""1s.14f""","=""3F*""","=""3""",7,"=""[""","=""24.5179773762834""","=""]""","=""0.0000000000010""","=""L22715c201"""
"=""1s.14f""","=""3F*""","=""4""",9,"=""[""","=""24.5179773889519""","=""]""","=""0.0000000000005""","=""L22715c201"""
"=""1s.14f""","=""3F*""","=""2""",5,"=""[""","=""24.5179774138384""","=""]""","=""0.0000000000005""","=""L22715c201"""
"=""1s.14f""","=""1F*""","=""3""",7,"=""[""","=""24.5179774567411""","=""]""","=""0.0000000000009""","=""L22715c201"""
"=""1s.14g""","=""3G""","=""4""",9,"=""[""","=""24.51798050114187""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14g""","=""3G""","=""5""",11,"=""[""","=""24.51798051673562""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14g""","=""3G""","=""3""",7,"=""[""","=""24.51798053095760""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14g""","=""1G""","=""4""",9,"=""[""","=""24.51798054059179""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14h""","=""3H*""","=""5""",11,"=""[""","=""24.51798126565981""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14h""","=""3H*""","=""6""",13,"=""[""","=""24.51798127585057""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14h""","=""3H*""","=""4""",9,"=""[""","=""24.51798128509967""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14h""","=""1H*""","=""5""",11,"=""[""","=""24.51798129200224""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14i""","=""3I""","=""6""",13,"=""[""","=""24.51798151464203""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14i""","=""3I""","=""7""",15,"=""[""","=""24.51798152178984""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14i""","=""3I""","=""5""",11,"=""[""","=""24.51798152830273""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14i""","=""1I""","=""6""",13,"=""[""","=""24.51798153347746""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.14p""","=""1P*""","=""1""",3,"=""[""","=""24.518101588364""","=""]""","=""0.000000000005""","=""L22715c201"""
"=""1s.15s""","=""3S""","=""1""",3,"=""[""","=""24.52446167530""","=""]""","=""0.00000000007""","=""L22715c201"""
"=""1s.15s""","=""1S""","=""0""",1,"=""[""","=""24.52578423650""","=""]""","=""0.00000000008""","=""L22715c201"""
"=""1s.15p""","=""3P*""","=""2""",5,"=""[""","=""24.52637336828""","=""]""","=""0.00000000003""","=""L22715c201"""
"=""1s.15p""","=""3P*""","=""1""",3,"=""[""","=""24.52637338816""","=""]""","=""0.00000000003""","=""L22715c201"""
"=""1s.15p""","=""3P*""","=""0""",1,"=""[""","=""24.52637363257""","=""]""","=""0.00000000003""","=""L22715c201"""
"=""1s.15d""","=""3D""","=""3""",7,"=""[""","=""24.526904474579""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.15d""","=""3D""","=""2""",5,"=""[""","=""24.526904477683""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.15d""","=""3D""","=""1""",3,"=""[""","=""24.526904520940""","=""]""","=""0.000000000003""","=""L22715c201"""
"=""1s.15d""","=""1D""","=""2""",5,"=""[""","=""24.5269106320262""","=""]""","=""0.0000000000020""","=""L22715c201"""
"=""1s.15f""","=""3F*""","=""3""",7,"=""[""","=""24.5269240072354""","=""]""","=""0.0000000000010""","=""L22715c201"""
"=""1s.15f""","=""3F*""","=""4""",9,"=""[""","=""24.5269240174689""","=""]""","=""0.0000000000004""","=""L22715c201"""
"=""1s.15f""","=""3F*""","=""2""",5,"=""[""","=""24.5269240377021""","=""]""","=""0.0000000000005""","=""L22715c201"""
"=""1s.15f""","=""1F*""","=""3""",7,"=""[""","=""24.5269240728357""","=""]""","=""0.0000000000007""","=""L22715c201"""
"=""1s.15g""","=""3G""","=""4""",9,"=""[""","=""24.52692655277887""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.15g""","=""3G""","=""5""",11,"=""[""","=""24.52692656545589""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.15g""","=""3G""","=""3""",7,"=""[""","=""24.52692657701890""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.15g""","=""1G""","=""4""",9,"=""[""","=""24.52692658485321""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.15h""","=""3H*""","=""5""",11,"=""[""","=""24.52692717628425""","=""]""","=""0.00000000000025""","=""L22715c201"""
"=""1s.15h""","=""3H*""","=""6""",13,"=""[""","=""24.52692718456974""","=""]""","=""0.00000000000025""","=""L22715c201"""
