   j      e(j)         levid         stwt


  4.0844E-14 3.6413E-14 3.2459E-14 2.8929E-14 2.5774E-14 2.2951E-14 2.0424E-14
  1.8161E-14 1.6133E-14 1.4317E-14 1.2689E-14 1.1230E-14 9.9225E-15 8.7494E-15
  7.6968E-15 6.7520E-15 5.9040E-15 5.1428E-15 4.4603E-15 3.8491E-15 3.3028E-15
  2.8163E-15 2.3846E-15 2.0038E-15 1.6698E-15 1.3792E-15 1.1287E-15 9.1474E-16
  7.3404E-16 5.8316E-16 4.5870E-16 3.5745E-16 2.7848E-16 2.3406E-16 2.7532E-16
  5.0462E-16 1.0219E-15 1.8240E-15 2.7613E-15 3.6049E-15 4.1634E-15 4.3545E-15
  4.2072E-15 3.8156E-15 3.2908E-15 2.7272E-15 2.1898E-15 1.7148E-15 1.3165E-15
  9.9502E-16 7.4278E-16 5.4906E-16 4.0274E-16 2.9361E-16 2.1299E-16 1.5393E-16
  1.1092E-16 7.9711E-17 5.7199E-17 4.0980E-17 2.9267E-17 2.0953E-17 1.4966E-17
  1.0683E-17 7.6216E-18 5.4358E-18 3.8755E-18 2.7624E-18 1.9686E-18 1.4027E-18
  9.9933E-19 7.1184E-19 5.0736E-19 3.6118E-19 2.5723E-19 1.8295E-19 1.3056E-19
 30200101.1020 -1.0004E-02  4.9629E-14  4.4251E-14  3.9459E-14  3.5189E-14
  3.1383E-14 2.7988E-14 2.4959E-14 2.2253E-14 1.9832E-14 1.7664E-14 1.5720E-14
  1.3975E-14 1.2411E-14 1.1008E-14 9.7490E-15 8.6204E-15 7.6081E-15 6.7003E-15
  5.8860E-15 5.1556E-15 4.5008E-15 3.9139E-15 3.3886E-15 2.9191E-15 2.5005E-15
  2.1285E-15 1.7994E-15 1.5096E-15 1.2562E-15 1.0362E-15 8.4691E-16 6.8560E-16
  5.4961E-16 4.3624E-16 3.4286E-16 2.6701E-16 2.0813E-16 1.7669E-16 2.1524E-16
  4.0796E-16 8.3543E-16 1.4923E-15 2.2538E-15 2.9337E-15 3.3782E-15 3.5239E-15
  3.3967E-15 3.0743E-15 2.6467E-15 2.1900E-15 1.7559E-15 1.3732E-15 1.0529E-15
  7.9478E-16 5.9258E-16 4.3751E-16 3.2053E-16 2.3340E-16 1.6912E-16 1.2208E-16
  8.7858E-17 6.3064E-17 4.5196E-17 3.2340E-17 2.3077E-17 1.6496E-17 1.1768E-17
  8.3896E-18 5.9783E-18 4.2586E-18 3.0325E-18 2.1589E-18 1.5367E-18 1.0936E-18
  7.7818E-19 5.5364E-19 3.9407E-19 2.8021E-19 1.9932E-19 1.4162E-19 1.0089E-19
 30310101.0430 -6.2508E-02  3.2272E-13  2.8750E-13  2.5610E-13  2.2810E-13
  2.0313E-13 1.8084E-13 1.6096E-13 1.4321E-13 1.2735E-13 1.1318E-13 1.0051E-13
  8.9181E-14 7.9035E-14 6.9945E-14 6.1794E-14 5.4478E-14 4.7906E-14 4.1997E-14
  3.6682E-14 3.1901E-14 2.7603E-14 2.3744E-14 2.0288E-14 1.7207E-14 1.4473E-14
  1.2064E-14 9.9588E-15 8.1373E-15 6.5784E-15 5.2605E-15 4.1607E-15 3.2553E-15
  2.5201E-15 1.9313E-15 1.4659E-15 1.1027E-15 8.2288E-16 6.1084E-16 4.5592E-16
  3.5270E-16 2.9717E-16 2.8071E-16 2.8795E-16 3.0109E-16 3.0621E-16 2.9689E-16
  2.7350E-16 2.4034E-16 2.0280E-16 1.6541E-16 1.3121E-16 1.0176E-16 7.7500E-17
  5.8165E-17 4.3148E-17 3.1706E-17 2.3128E-17 1.6771E-17 1.2100E-17 8.6995E-18
  6.2341E-18 4.4611E-18 3.1810E-18 2.2657E-18 1.6217E-18 1.1481E-18 8.1585E-19
  5.7943E-19 4.1133E-19 2.9189E-19 2.0708E-19 1.4688E-19 1.0417E-19 7.3868E-20
  5.2379E-20 3.7147E-20 2.6300E-20 1.8675E-20 1.3249E-20 9.4421E-21 6.6597E-21
 30310101.0530 -4.0010E-02  2.8438E-13  2.5336E-13  2.2570E-13  2.0104E-13
  1.7904E-13 1.5942E-13 1.4190E-13 1.2627E-13 1.1230E-13 9.9817E-14 8.8654E-14
  7.8666E-14 6.9723E-14 6.1709E-14 5.4522E-14 4.8071E-14 4.2275E-14 3.7064E-14
  3.2376E-14 2.8159E-14 2.4367E-14 2.0961E-14 1.7912E-14 1.5191E-14 1.2776E-14
  1.0649E-14 8.7890E-15 7.1798E-15 5.8029E-15 4.6390E-15 3.6681E-15 2.8691E-15
  2.2206E-15 1.7013E-15 1.2910E-15 9.7097E-16 7.2450E-16 5.3805E-16 4.0315E-16
  3.1704E-16 2.7839E-16 2.7999E-16 3.0568E-16 3.3521E-16 3.5225E-16 3.4911E-16
  3.2645E-16 2.8987E-16 2.4640E-16 2.0204E-16 1.6089E-16 1.2513E-16 9.5491E-17
  7.1776E-17 5.3301E-17 3.9202E-17 2.8611E-17 2.0753E-17 1.4982E-17 1.0773E-17
  7.7223E-18 5.5235E-18 3.9411E-18 2.8088E-18 2.0012E-18 1.4215E-18 1.0099E-18
  7.1712E-19 5.0895E-19 3.6107E-19 2.5607E-19 1.8156E-19 1.2871E-19 9.1229E-20
  6.4652E-20 4.5817E-20 3.2455E-20 2.2997E-20 1.6290E-20 1.1551E-20 8.1743E-21
 30310101.0630 -2.7780E-02  2.1176E-13  1.8867E-13  1.6809E-13  1.4974E-13
  1.3337E-13 1.1876E-13 1.0573E-13 9.4092E-14 8.3695E-14 7.4400E-14 6.6085E-14
  5.8642E-14 5.1977E-14 4.6002E-14 4.0643E-14 3.5832E-14 3.1509E-14 2.7622E-14
  2.4124E-14 2.0978E-14 1.8148E-14 1.5607E-14 1.3332E-14 1.1302E-14 9.5011E-15
  7.9145E-15 6.5286E-15 5.3300E-15 4.3051E-15 3.4395E-15 2.7179E-15 2.1246E-15
  1.6434E-15 1.2584E-15 9.5448E-16 7.1756E-16 5.3524E-16 3.9757E-16 2.9879E-16
  2.3792E-16 2.1518E-16 2.2536E-16 2.5526E-16 2.8779E-16 3.0818E-16 3.1092E-16
  2.9594E-16 2.6790E-16 2.3265E-16 1.9534E-16 1.5952E-16 1.2740E-16 9.9941E-17
  7.7233E-17 5.8991E-17 4.4610E-17 3.3473E-17 2.4964E-17 1.8516E-17 1.3690E-17
  1.0029E-17 7.4789E-18 5.3660E-18 3.9089E-18 3.1252E-18 2.1020E-18 1.5297E-18
  1.1122E-18 8.0788E-19 5.8639E-19 4.2533E-19 3.0821E-19 2.2335E-19 1.6173E-19
  1.1705E-19 8.4926E-20 6.0231E-20 4.4206E-20 3.2018E-20 2.4502E-20 1.6540E-20
 30310101.0730 -2.0409E-02  1.5523E-13  1.3832E-13  1.2324E-13  1.0980E-13
  9.7812E-14 8.7116E-14 7.7570E-14 6.9045E-14 6.1426E-14 5.4612E-14 4.8513E-14
  4.3051E-14 3.8157E-14 3.3768E-14 2.9830E-14 2.6294E-14 2.3116E-14 2.0258E-14
  1.7686E-14 1.5373E-14 1.3292E-14 1.1425E-14 9.7531E-15 8.2626E-15 6.9411E-15
  5.7777E-15 4.7623E-15 3.8851E-15 3.1357E-15 2.5034E-15 1.9769E-15 1.5443E-15
  1.1939E-15 9.1371E-16 6.9270E-16 5.2054E-16 3.8816E-16 2.8845E-16 2.1778E-16
  1.7665E-16 1.6650E-16 1.8372E-16 2.1707E-16 2.5136E-16 2.7350E-16 2.7814E-16
  2.6557E-16 2.4031E-16 2.0808E-16 1.7385E-16 1.4109E-16 1.1187E-16 8.7078E-17
  6.6751E-17 5.0563E-17 3.7922E-17 2.8222E-17 2.0877E-17 1.5360E-17 1.1266E-17
  8.2016E-18 6.0448E-18 4.3302E-18 3.1351E-18 2.4334E-18 1.6589E-18 1.1997E-18
  8.6700E-19 6.2610E-19 4.5189E-19 3.2599E-19 2.3500E-19 1.6942E-19 1.2208E-19
  8.7943E-20 6.3480E-20 4.5005E-20 3.2792E-20 2.3645E-20 1.7827E-20 1.2147E-20
 30310101.0830 -1.5625E-02  1.1547E-13  1.0290E-13  9.1700E-14  8.1712E-14
  7.2805E-14 6.4859E-14 5.7766E-14 5.1430E-14 4.5765E-14 4.0694E-14 3.6153E-14
  3.2083E-14 2.8433E-14 2.5158E-14 2.2219E-14 1.9578E-14 1.7204E-14 1.5069E-14
  1.3149E-14 1.1421E-14 9.8685E-15 8.4754E-15 7.2292E-15 6.1190E-15 5.1358E-15
  4.2711E-15 3.5174E-15 2.8670E-15 2.3121E-15 1.8444E-15 1.4555E-15 1.1363E-15
  8.7788E-16 6.7151E-16 5.0884E-16 3.8222E-16 2.8489E-16 2.1150E-16 1.5901E-16
  1.2717E-16 1.1651E-16 1.2448E-16 1.4372E-16 1.6428E-16 1.7760E-16 1.7982E-16
  1.7108E-16 1.5423E-16 1.3297E-16 1.1056E-16 8.9242E-17 7.0352E-17 5.4424E-17
  4.1458E-17 3.1204E-17 2.3251E-17 1.7193E-17 1.2637E-17 9.2365E-18 6.7308E-18
  4.8757E-18 3.5585E-18 2.5461E-18 1.8342E-18 1.3864E-18 9.5705E-19 6.8841E-19
  4.9486E-19 3.5552E-19 2.5530E-19 1.8327E-19 1.3150E-19 9.4362E-20 6.7691E-20
  4.8552E-20 3.4880E-20 2.4733E-20 1.7895E-20 1.2850E-20 9.5432E-21 6.5736E-21
 30310101.0930 -1.2346E-02  8.7741E-14  7.8206E-14  6.9706E-14  6.2129E-14
  5.5372E-14 4.9344E-14 4.3962E-14 3.9153E-14 3.4850E-14 3.0996E-14 2.7540E-14
  2.4439E-14 2.1656E-14 1.9157E-14 1.6912E-14 1.4894E-14 1.3081E-14 1.1449E-14
  9.9823E-15 8.6631E-15 7.4784E-15 6.4163E-15 5.4673E-15 4.6230E-15 3.8761E-15
  3.2203E-15 2.6494E-15 2.1575E-15 1.7384E-15 1.3857E-15 1.0927E-15 8.5246E-16
  6.5822E-16 5.0323E-16 3.8115E-16 2.8619E-16 2.1331E-16 1.5883E-16 1.2181E-16
  1.0476E-16 1.1090E-16 1.3859E-16 1.7864E-16 2.1754E-16 2.4359E-16 2.5132E-16
  2.4142E-16 2.1851E-16 1.8843E-16 1.5626E-16 1.2558E-16 9.8423E-17 7.5616E-17
  5.7170E-17 4.2681E-17 3.1538E-17 2.3120E-17 1.6843E-17 1.2200E-17 8.8073E-18
  6.3327E-18 4.5542E-18 3.2525E-18 2.3248E-18 1.6835E-18 1.1864E-18 8.4579E-19
  6.0260E-19 4.2912E-19 3.0548E-19 2.1740E-19 1.5467E-19 1.1004E-19 7.8280E-20
  5.5683E-20 3.9632E-20 2.8092E-20 2.0043E-20 1.4267E-20 1.0272E-20 7.2163E-21
 30310101.1030 -1.0000E-02  6.8128E-14  6.0737E-14  5.4150E-14  4.8279E-14
  4.3044E-14 3.8374E-14 3.4204E-14 3.0476E-14 2.7137E-14 2.4143E-14 2.1454E-14
  1.9038E-14 1.6867E-14 1.4916E-14 1.3161E-14 1.1584E-14 1.0165E-14 8.8898E-15
  7.7430E-15 6.7127E-15 5.7882E-15 4.9605E-15 4.2219E-15 3.5658E-15 2.9863E-15
  2.4784E-15 2.0369E-15 1.6571E-15 1.3340E-15 1.0625E-15 8.3720E-16 6.5274E-16
  5.0371E-16 3.8491E-16 2.9141E-16 2.1875E-16 1.6340E-16 1.2481E-16 1.1019E-16
  1.3657E-16 2.2047E-16 3.5931E-16 5.2393E-16 6.7168E-16 7.6759E-16 7.9726E-16
  7.6632E-16 6.9216E-16 5.9486E-16 4.9137E-16 3.9328E-16 3.0697E-16 2.3486E-16
  1.7687E-16 1.3152E-16 9.6830E-17 7.0722E-17 5.1328E-17 3.7066E-17 2.6660E-17
  1.9113E-17 1.3673E-17 9.7557E-18 6.9517E-18 4.9554E-18 3.5184E-18 2.4996E-18
  1.7747E-18 1.2594E-18 8.9332E-19 6.3347E-19 4.4909E-19 3.1832E-19 2.2559E-19
  1.5985E-19 1.1327E-19 8.0211E-20 5.6841E-20 4.0266E-20 2.8561E-20 2.0198E-20
 30400101.0540 -4.0001E-02  1.5585E-13  1.3881E-13  1.2360E-13  1.1004E-13
  9.7928E-14 8.7117E-14 7.7460E-14 6.8826E-14 6.1102E-14 5.4185E-14 4.7985E-14
  4.2424E-14 3.7430E-14 3.2943E-14 2.8908E-14 2.5277E-14 2.2009E-14 1.9069E-14
  1.6426E-14 1.4056E-14 1.1938E-14 1.0055E-14 8.3909E-15 6.9333E-15 5.6689E-15
  4.5845E-15 3.6661E-15 2.8988E-15 2.2666E-15 1.7530E-15 1.3418E-15 1.0170E-15
  7.6377E-16 5.6886E-16 4.2051E-16 3.0877E-16 2.2545E-16 1.6417E-16 1.2074E-16
  9.3170E-17 8.0401E-17 8.0056E-17 8.7342E-17 9.6289E-17 1.0204E-16 1.0209E-16
  9.6627E-17 8.7143E-17 7.5616E-17 6.3663E-17 5.2386E-17 4.2361E-17 3.3806E-17
  2.6696E-17 2.0906E-17 1.6249E-17 1.2558E-17 9.6516E-18 7.3736E-18 5.6131E-18
  4.2623E-18 3.2050E-18 2.4267E-18 1.8215E-18 1.3360E-18 1.0150E-18 7.5572E-19
  5.6141E-19 4.1615E-19 3.0796E-19 2.2744E-19 1.6774E-19 1.2349E-19 9.0802E-20
  6.6683E-20 4.8887E-20 3.5924E-20 2.6247E-20 1.9185E-20 1.3881E-20 1.0249E-20
 30400101.0640 -2.7779E-02  1.7762E-13  1.5821E-13  1.4089E-13  1.2544E-13
  1.1165E-13 9.9341E-14 8.8343E-14 7.8510E-14 6.9711E-14 6.1829E-14 5.4761E-14
  4.8419E-14 4.2723E-14 3.7604E-14 3.2999E-14 2.8855E-14 2.5125E-14 2.1768E-14
  1.8751E-14 1.6044E-14 1.3626E-14 1.1475E-14 9.5749E-15 7.9104E-15 6.4668E-15
  5.2288E-15 4.1806E-15 3.3049E-15 2.5835E-15 1.9977E-15 1.5288E-15 1.1585E-15
  8.6989E-16 6.4778E-16 4.7878E-16 3.5178E-16 2.6070E-16 2.1937E-16 2.9522E-16
  6.2165E-16 1.3216E-15 2.3770E-15 3.5826E-15 4.6434E-15 5.3241E-15 5.5329E-15
  5.3183E-15 4.8053E-15 4.1351E-15 3.4242E-15 2.7513E-15 2.1588E-15 1.6629E-15
  1.2624E-15 9.4749E-16 7.0478E-16 5.2061E-16 3.8243E-16 2.7965E-16 2.0381E-16
  1.4818E-16 1.0733E-16 7.7813E-17 5.6253E-17 4.0375E-17 2.9275E-17 2.1099E-17
  1.5196E-17 1.0938E-17 7.8701E-18 5.6596E-18 4.0688E-18 2.9240E-18 2.1007E-18
  1.5088E-18 1.0833E-18 7.7866E-19 5.5847E-19 4.0071E-19 2.8632E-19 2.0641E-19
 30400101.0740 -2.0409E-02  1.5629E-13  1.3922E-13  1.2400E-13  1.1042E-13
  9.8301E-14 8.7481E-14 7.7814E-14 6.9170E-14 6.1432E-14 5.4497E-14 4.8275E-14
  4.2689E-14 3.7670E-14 3.3156E-14 2.9095E-14 2.5440E-14 2.2149E-14 1.9187E-14
  1.6524E-14 1.4137E-14 1.2003E-14 1.0105E-14 8.4295E-15 6.9619E-15 5.6895E-15
  4.5988E-15 3.6756E-15 2.9047E-15 2.2699E-15 1.7547E-15 1.3424E-15 1.0170E-15
  7.6346E-16 5.6840E-16 4.2003E-16 3.0833E-16 2.2513E-16 1.6439E-16 1.2319E-16
  1.0216E-16 1.0305E-16 1.2389E-16 1.5646E-16 1.8891E-16 2.1104E-16 2.1772E-16
  2.0952E-16 1.9027E-16 1.6493E-16 1.3777E-16 1.1179E-16 8.8680E-17 6.9123E-17
  5.3144E-17 4.0425E-17 3.0487E-17 2.2843E-17 1.7025E-17 1.2627E-17 9.3365E-18
  6.8886E-18 5.0552E-18 3.7210E-18 2.7269E-18 1.9731E-18 1.4557E-18 1.0623E-18
  7.7444E-19 5.6397E-19 4.1041E-19 2.9838E-19 2.1681E-19 1.5741E-19 1.1422E-19
  8.2833E-20 6.0021E-20 4.3573E-20 3.1512E-20 2.2805E-20 1.6391E-20 1.1951E-20
 30400101.0840 -1.5625E-02  1.2825E-13  1.1426E-13  1.0178E-13  9.0655E-14
  8.0726E-14 7.1860E-14 6.3939E-14 5.6854E-14 5.0508E-14 4.4817E-14 3.9708E-14
  3.5117E-14 3.0988E-14 2.7274E-14 2.3930E-14 2.0920E-14 1.8209E-14 1.5769E-14
  1.3576E-14 1.1610E-14 9.8527E-15 8.2913E-15 6.9130E-15 5.7066E-15 4.6613E-15
  3.7658E-15 3.0084E-15 2.3764E-15 1.8563E-15 1.4344E-15 1.0970E-15 8.3076E-16
  6.2349E-16 4.6408E-16 3.4286E-16 2.5164E-16 1.8369E-16 1.3401E-16 9.9965E-17
  8.1674E-17 8.0262E-17 9.4286E-17 1.1769E-16 1.4158E-16 1.5810E-16 1.6319E-16
  1.5701E-16 1.4236E-16 1.2294E-16 1.0208E-16 8.2120E-17 6.4419E-17 4.9532E-17
  3.7482E-17 2.8009E-17 2.0718E-17 1.5206E-17 1.1091E-17 8.0456E-18 5.8156E-18
  4.1912E-18 3.0111E-18 2.1614E-18 1.5482E-18 1.1052E-18 7.9136E-19 5.6514E-19
  4.0334E-19 2.8772E-19 2.0517E-19 1.4626E-19 1.0424E-19 7.4281E-20 5.2925E-20
  3.7706E-20 2.6860E-20 1.9145E-20 1.3636E-20 9.7145E-21 6.9109E-21 4.9353E-21
 30400101.0940 -1.2346E-02  1.0335E-13  9.2098E-14  8.2061E-14  7.3109E-14
  6.5122E-14 5.7991E-14 5.1619E-14 4.5917E-14 4.0808E-14 3.6221E-14 3.2098E-14
  2.8390E-14 2.5052E-14 2.2046E-14 1.9339E-14 1.6901E-14 1.4705E-14 1.2729E-14
  1.0953E-14 9.3611E-15 7.9398E-15 6.6773E-15 5.5638E-15 4.5899E-15 3.7468E-15
  3.0252E-15 2.4153E-15 1.9069E-15 1.4888E-15 1.1499E-15 8.7905E-16 6.6550E-16
  4.9931E-16 3.7155E-16 2.7443E-16 2.0138E-16 1.4698E-16 1.0726E-16 8.0205E-17
  6.6149E-17 6.6233E-17 7.9338E-17 1.0031E-16 1.2154E-16 1.3633E-16 1.4119E-16
  1.3639E-16 1.2432E-16 1.0818E-16 9.0746E-17 7.3969E-17 5.8969E-17 4.6214E-17
  3.5735E-17 2.7348E-17 2.0750E-17 1.5647E-17 1.1736E-17 8.7547E-18 6.5128E-18
  4.8349E-18 3.5664E-18 2.6416E-18 1.9463E-18 1.4125E-18 1.0492E-18 7.6924E-19
  5.6330E-19 4.1197E-19 3.0103E-19 2.1971E-19 1.6025E-19 1.1676E-19 8.5022E-20
  6.1869E-20 4.4975E-20 3.2761E-20 2.3766E-20 1.7250E-20 1.2429E-20 9.0972E-21
 30400101.1040 -1.0000E-02  8.3383E-14  7.4319E-14  6.6239E-14  5.9033E-14
  5.2605E-14 4.6866E-14 4.1736E-14 3.7145E-14 3.3026E-14 2.9324E-14 2.5993E-14
  2.2991E-14 2.0286E-14 1.7848E-14 1.5651E-14 1.3671E-14 1.1888E-14 1.0283E-14
  8.8423E-15 7.5513E-15 6.3996E-15 5.3777E-15 4.4772E-15 3.6906E-15 3.0104E-15
  2.4289E-15 1.9380E-15 1.5291E-15 1.1932E-15 9.2114E-16 7.0386E-16 5.3266E-16
  3.9951E-16 2.9720E-16 2.1947E-16 1.6107E-16 1.1837E-16 9.2793E-17 9.8760E-17
  1.6706E-16 3.2713E-16 5.7548E-16 8.6347E-16 1.1197E-15 1.2861E-15 1.3390E-15
  1.2889E-15 1.1655E-15 1.0030E-15 8.2991E-16 6.6574E-16 5.2111E-16 4.0010E-16
  3.0253E-16 2.2603E-16 1.6727E-16 1.2286E-16 8.9714E-17 6.5194E-17 4.7206E-17
  3.4088E-17 2.4538E-17 1.7656E-17 1.2677E-17 9.0613E-18 6.5100E-18 4.6603E-18
  3.3342E-18 2.3842E-18 1.7043E-18 1.2179E-18 8.7005E-19 6.2141E-19 4.4375E-19
  3.1684E-19 2.2618E-19 1.6157E-19 1.1527E-19 8.2265E-20 5.8570E-20 4.1920E-20
 30510101.0650 -2.7778E-02  7.6865E-14  6.8432E-14  6.0907E-14  5.4189E-14
  4.8189E-14 4.2826E-14 3.8028E-14 3.3730E-14 2.9876E-14 2.6415E-14 2.3302E-14
  2.0501E-14 1.7979E-14 1.5707E-14 1.3660E-14 1.1817E-14 1.0160E-14 8.6751E-15
  7.3486E-15 6.1703E-15 5.1314E-15 4.2235E-15 3.4384E-15 2.7677E-15 2.2023E-15
  1.7322E-15 1.3472E-15 1.0363E-15 7.8894E-16 5.9483E-16 4.4451E-16 3.2952E-16
  2.4253E-16 1.7738E-16 1.2902E-16 9.3413E-17 6.7414E-17 4.8869E-17 3.6943E-17
  3.2199E-17 3.5436E-17 4.5744E-17 5.9724E-17 7.2773E-17 8.1134E-17 8.3275E-17
  7.9629E-17 7.1839E-17 6.1840E-17 5.1269E-17 4.1246E-17 3.2400E-17 2.4974E-17
  1.8959E-17 1.4222E-17 1.0566E-17 7.7906E-18 5.7104E-18 4.1647E-18 3.0270E-18
  2.1893E-18 1.5916E-18 1.1389E-18 8.1987E-19 6.0845E-19 4.2535E-19 3.0541E-19
  2.1915E-19 1.5717E-19 1.1267E-19 8.0742E-20 5.7836E-20 4.1429E-20 2.9668E-20
  2.1240E-20 1.5222E-20 1.0826E-20 7.7810E-21 5.5763E-21 4.0864E-21 2.8502E-21
 30510101.0750 -2.0408E-02  1.0777E-13  9.5959E-14  8.5421E-14  7.6014E-14
  6.7613E-14 6.0103E-14 5.3385E-14 4.7367E-14 4.1967E-14 3.7116E-14 3.2750E-14
  2.8819E-14 2.5277E-14 2.2085E-14 1.9207E-14 1.6616E-14 1.4286E-14 1.2197E-14
  1.0331E-14 8.6740E-15 7.2126E-15 5.9356E-15 4.8315E-15 3.8885E-15 3.0936E-15
  2.4329E-15 1.8918E-15 1.4551E-15 1.1076E-15 8.3497E-16 6.2389E-16 4.6244E-16
  3.4033E-16 2.4889E-16 1.8103E-16 1.3105E-16 9.4520E-17 6.8111E-17 4.9659E-17
  3.8086E-17 3.2813E-17 3.2783E-17 3.6032E-17 4.0138E-17 4.2950E-17 4.3763E-17
  4.2417E-17 3.9368E-17 3.5266E-17 3.0695E-17 2.6065E-17 2.1694E-17 1.7756E-17
  1.4311E-17 1.1397E-17 8.9708E-18 6.9979E-18 5.4176E-18 4.1617E-18 3.1826E-18
  2.3987E-18 1.8657E-18 1.3546E-18 1.0164E-18 8.5750E-19 5.7615E-19 4.2873E-19
  3.1832E-19 2.3583E-19 1.7440E-19 1.2875E-19 9.4853E-20 6.9837E-20 5.1334E-20
  3.7676E-20 2.7714E-20 1.9954E-20 1.4754E-20 1.0831E-20 8.4054E-21 5.7526E-21
 30510101.0850 -1.5625E-02  1.0936E-13  9.7396E-14  8.6718E-14  7.7187E-14
  6.8675E-14 6.1068E-14 5.4262E-14 4.8163E-14 4.2688E-14 3.7765E-14 3.3332E-14
  2.9336E-14 2.5733E-14 2.2484E-14 1.9554E-14 1.6915E-14 1.4542E-14 1.2413E-14
  1.0512E-14 8.8236E-15 7.3352E-15 6.0349E-15 4.9110E-15 3.9513E-15 3.1427E-15
  2.4709E-15 1.9209E-15 1.4770E-15 1.1241E-15 8.4723E-16 6.3294E-16 4.6907E-16
  3.4516E-16 2.5239E-16 1.8356E-16 1.3287E-16 9.5826E-17 6.9027E-17 5.0227E-17
  3.8239E-17 3.2406E-17 3.1689E-17 3.4285E-17 3.7982E-17 4.0688E-17 4.1893E-17
  4.1294E-17 3.9168E-17 3.5982E-17 3.2176E-17 2.8068E-17 2.3978E-17 2.0113E-17
  1.6577E-17 1.3472E-17 1.0799E-17 8.5622E-18 6.7266E-18 5.2350E-18 4.0513E-18
  3.0809E-18 2.4309E-18 1.7690E-18 1.3376E-18 1.1563E-18 7.7030E-19 5.7653E-19
  4.3034E-19 3.2037E-19 2.3799E-19 1.7643E-19 1.3046E-19 9.6401E-20 7.1094E-20
  5.2337E-20 3.8621E-20 2.7832E-20 2.0655E-20 1.5204E-20 1.1886E-20 8.1058E-21
 30510101.0950 -1.2346E-02  9.9441E-14  8.8578E-14  7.8886E-14  7.0238E-14
  6.2515E-14 5.5613E-14 4.9437E-14 4.3900E-14 3.8927E-14 3.4451E-14 3.0415E-14
  2.6774E-14 2.3487E-14 2.0521E-14 1.7845E-14 1.5433E-14 1.3264E-14 1.1319E-14
  9.5824E-15 8.0403E-15 6.6813E-15 5.4947E-15 4.4696E-15 3.5948E-15 2.8580E-15
  2.2462E-15 1.7456E-15 1.3419E-15 1.0209E-15 7.6928E-16 5.7458E-16 4.2574E-16
  3.1322E-16 2.2901E-16 1.6653E-16 1.2054E-16 8.6967E-17 6.3035E-17 4.7932E-17
  4.3543E-17 5.3201E-17 7.7812E-17 1.1273E-16 1.4875E-16 1.7628E-16 1.9014E-16
  1.8945E-16 1.7701E-16 1.5711E-16 1.3387E-16 1.1041E-16 8.8746E-17 6.9891E-17
  5.4138E-17 4.1400E-17 3.1323E-17 2.3505E-17 1.7524E-17 1.2991E-17 9.5947E-18
  7.0328E-18 5.2243E-18 3.7586E-18 2.7439E-18 2.1260E-18 1.4675E-18 1.0673E-18
  7.7540E-19 5.6283E-19 4.0824E-19 2.9591E-19 2.1429E-19 1.5518E-19 1.1229E-19
  8.1207E-20 5.8824E-20 4.2060E-20 3.0583E-20 2.2143E-20 1.6625E-20 1.1507E-20
 30510101.1050 -1.0000E-02  8.6528E-14  7.7096E-14  6.8683E-14  6.1176E-14
  5.4474E-14 4.8485E-14 4.3124E-14 3.8317E-14 3.3995E-14 3.0100E-14 2.6583E-14
  2.3406E-14 2.0533E-14 1.7938E-14 1.5596E-14 1.3484E-14 1.1584E-14 9.8808E-15
  8.3603E-15 7.0110E-15 5.8228E-15 4.7860E-15 3.8909E-15 3.1277E-15 2.4854E-15
  1.9525E-15 1.5167E-15 1.1655E-15 8.8641E-16 6.6774E-16 4.9861E-16 3.6937E-16
  2.7170E-16 1.9862E-16 1.4441E-16 1.0454E-16 7.5824E-17 5.8051E-17 5.8060E-17
  9.1416E-17 1.7318E-16 3.0142E-16 4.5082E-16 5.8419E-16 6.7100E-16 6.9922E-16
  6.7388E-16 6.1032E-16 5.2611E-16 4.3612E-16 3.5045E-16 2.7476E-16 2.1126E-16
  1.5993E-16 1.1959E-16 8.8565E-17 6.5079E-17 4.7531E-17 3.4551E-17 2.5019E-17
  1.8040E-17 1.3039E-17 9.3236E-18 6.6891E-18 4.8862E-18 3.4402E-18 2.4612E-18
  1.7597E-18 1.2575E-18 8.9828E-19 6.4146E-19 4.5789E-19 3.2683E-19 2.3323E-19
  1.6639E-19 1.1878E-19 8.4385E-20 6.0322E-20 4.3053E-20 3.1164E-20 2.1855E-20
 30600101.0760 -2.0408E-02  3.8455E-14  3.4223E-14  3.0444E-14  2.7068E-14
  2.4050E-14 2.1348E-14 1.8928E-14 1.6754E-14 1.4799E-14 1.3037E-14 1.1446E-14
  1.0010E-14 8.7132E-15 7.5433E-15 6.4897E-15 5.5436E-15 4.6975E-15 3.9451E-15
  3.2810E-15 2.7001E-15 2.1975E-15 1.7679E-15 1.4057E-15 1.1047E-15 8.5817E-16
  6.5933E-16 5.0127E-16 3.7741E-16 2.8164E-16 2.0849E-16 1.5324E-16 1.1194E-16
  8.1328E-17 5.8819E-17 4.2376E-17 3.0432E-17 2.1798E-17 1.5595E-17 1.1196E-17
  8.2003E-18 6.3588E-18 5.4808E-18 5.3147E-18 5.6878E-18 6.6825E-18 7.9394E-18
  9.9915E-18 1.2602E-17 1.5603E-17 1.8438E-17 2.0663E-17 2.1926E-17 2.2143E-17
  2.1393E-17 1.9896E-17 1.7890E-17 1.5662E-17 1.3388E-17 1.1193E-17 9.2129E-18
